,genes,cluster,hierachical_cluster
1112,WWP1,tan,5
1113,NDFIP2,tan,5
1114,PPP1R1C,tan,5
1115,BMPR2,tan,5
1116,SMARCA2,tan,5
1117,TGFB1I1,tan,5
1118,UBE2Z,tan,5
1119,PPCS,tan,5
1120,MAN2A1,tan,5
1121,CDC37L1,tan,5
1122,CAMTA1,tan,5
1123,PGM2L1,tan,5
1124,PI15,tan,5
1125,BNC2,tan,5
1126,ZNFX1,tan,5
1127,FAM177A1,tan,5
1128,FRMD6,tan,5
1129,ACBD5,tan,5
1130,NR4A2,tan,5
1131,KLF4,tan,5
1132,MEMO1,tan,5
1133,EVI5L,tan,5
1134,SH2B3,tan,5
1135,PLEKHH1,tan,5
1136,BICD1,tan,5
1137,SH3D19,tan,5
1138,FNBP1L,tan,5
1139,ATXN1,tan,5
1140,SAR1B,tan,5
1141,WDR26,tan,5
1142,PLEKHB2,tan,5
1143,FOXJ3,tan,5
1144,ITPRIPL2,tan,5
1145,CPEB3,tan,5
1146,MORC3,tan,5
1147,RGMB,tan,5
1148,RAP1A,tan,5
1149,SEL1L3,tan,5
1150,CTSS,tan,5
1151,STAT3,tan,5
1152,EPHA5,tan,5
1153,SPRYD3,tan,5
1154,APOBEC3C,tan,5
1155,ATG14,tan,5
1156,GDE1,tan,5
1157,KLHL2,tan,5
1158,NCOA2,tan,5
1159,PCDHA4,tan,5
1160,UGT8,tan,5
1161,ACOX1,tan,5
1162,VOPP1,tan,5
1163,RGS17,tan,5
1164,PNRC1,tan,5
1165,SLC33A1,tan,5
1166,PDGFD,tan,5
1167,PTPDC1,tan,5
1168,SLC44A5,tan,5
1169,CRIM1,tan,5
1170,OTUD1,tan,5
1171,RNF150,tan,5
1172,PRUNE2,tan,5
1173,TRDN,tan,5
1174,JAZF1,tan,5
1175,ORAI3,tan,5
1176,AHNAK,tan,5
1177,ANKRD13C,tan,5
1178,MOSPD2,tan,5
1179,SOCS1,tan,5
1180,ITGA6,tan,5
1181,KCNJ2,tan,5
1182,FAM3C,tan,5
1183,FRMD4B,tan,5
1184,PACS1,tan,5
1185,NEDD4L,tan,5
1186,RNF145,tan,5
1187,BAMBI,tan,5
1188,DOCK3,tan,5
1189,EPB41L1,tan,5
1190,YIPF4,tan,5
1191,NPAS3,tan,5
1192,RNF19A,tan,5
1193,PHLDA3,tan,5
1194,PTPN3,tan,5
1195,CREBRF,tan,5
1196,SLC17A7,tan,5
1197,SLC40A1,tan,5
1198,FBXO32,tan,5
1199,SPOCK1,tan,5
1200,IQGAP1,tan,5
1201,RAB18,tan,5
1202,PIK3CD,tan,5
1203,RAB22A,tan,5
1204,PRKAR2B,tan,5
1205,RAB15,tan,5
1206,ZDHHC9,tan,5
1207,RNF11,tan,5
1208,SV2A,tan,5
1209,SMAD7,tan,5
1210,UBL3,tan,5
1211,REEP3,tan,5
1212,GPR137B,tan,5
1213,RTN1,tan,5
1214,UEVLD,tan,5
1215,RAB5A,tan,5
1216,JMY,tan,5
1217,CRIPT,tan,5
1218,L3MBTL1,tan,5
1219,ESR1,tan,5
1220,EPHX4,tan,5
1221,TNPO2,tan,5
1222,PON2,tan,5
1223,CCND1,tan,5
1224,USP9X,tan,5
1225,EPB41L4B,tan,5
1226,RAPGEF4,tan,5
1227,LRRK1,tan,5
1228,AAK1,tan,5
1229,PCDH10,tan,5
1230,JDP2,tan,5
1231,PPARGC1B,tan,5
1232,MAPRE3,tan,5
1233,STOX2,tan,5
1234,SYT1,tan,5
1235,RRAGD,tan,5
1236,TMEM25,tan,5
1237,SGMS1,tan,5
1238,NFIB,tan,5
1239,THRB,tan,5
1240,UBE2A,tan,5
1241,GPR137C,tan,5
1242,TAOK3,tan,5
1243,TTPAL,tan,5
1244,ARL1,tan,5
1245,ADAM22,tan,5
1246,PPP3R1,tan,5
1247,SLC25A44,tan,5
1248,ARHGEF11,tan,5
1249,KSR2,tan,5
1250,SLC35F3,tan,5
1251,TNRC6B,tan,5
1252,TRAK2,tan,5
1253,SHANK2,tan,5
1254,MAP3K1,tan,5
1255,CREBL2,tan,5
1256,TMEM192,tan,5
1257,PPP1R21,tan,5
1258,LPGAT1,tan,5
1259,BAHD1,tan,5
1260,RHOC,tan,5
1261,TUSC3,tan,5
1262,DTNA,tan,5
1263,RARG,tan,5
1264,TMEM64,tan,5
1265,TXNDC15,tan,5
1266,KAT2B,tan,5
1267,CYP2U1,tan,5
1268,LYPD6,tan,5
1269,SPRED1,tan,5
1270,MFN1,tan,5
1271,DAB2,tan,5
1272,KATNAL1,tan,5
1273,ZBTB25,tan,5
1274,MMP2,tan,5
1275,TBCEL,tan,5
1276,YWHAB,tan,5
1277,TGFBR2,tan,5
1278,JAK1,tan,5
1279,ZNF512B,tan,5
1280,ZNF827,tan,5
1281,IFIT2,tan,5
1282,SYBU,tan,5
1283,DDX52,blue,1
1284,CDC40,blue,1
1285,ARMC1,blue,1
1286,IRF4,blue,1
1287,TXLNG,blue,1
1288,GAN,blue,1
1289,IDE,blue,1
1290,MAGI1,blue,1
1291,NUFIP2,blue,1
1292,IVNS1ABP,blue,1
1293,PIK3CB,blue,1
1294,PHACTR4,blue,1
1295,RNF4,blue,1
1296,E2F7,blue,1
1297,SENP1,blue,1
1298,CHST2,blue,1
1299,PDS5A,blue,1
1300,JPH1,blue,1
1301,RASA1,blue,1
1302,RAB11FIP1,blue,1
1303,METAP2,blue,1
1304,CPSF7,blue,1
1305,DBF4,blue,1
1306,ZNF267,blue,1
1307,SYNCRIP,blue,1
1308,RAB23,blue,1
1309,PROK2,blue,1
1310,HNRNPLL,blue,1
1311,THUMPD2,blue,1
1312,MARK2,blue,1
1313,NTPCR,blue,1
1314,GPD2,blue,1
1315,TUBA1B,blue,1
1316,PPP1CC,blue,1
1317,NUP107,blue,1
1318,EPB41,blue,1
1319,SRSF10,blue,1
1320,PHACTR2,blue,1
1321,ERLIN1,blue,1
1322,PLAGL2,blue,1
1323,NUDT5,blue,1
1324,UBAC1,blue,1
1325,MAT2A,blue,1
1326,FLNA,blue,1
1327,GIGYF2,blue,1
1328,USP34,blue,1
1329,BZW1,blue,1
1330,NANP,blue,1
1331,DENR,blue,1
1332,PSMA5,blue,1
1333,SPATS2L,blue,1
1334,LIN28A,blue,1
1335,TNRC6C,blue,1
1336,POLR1B,blue,1
1337,ZCCHC3,blue,1
1338,ZMYND8,blue,1
1339,SBNO1,blue,1
1340,RPS16,blue,1
1341,OTUD6B,blue,1
1342,BRD4,blue,1
1343,ZNF726,blue,1
1344,PTPN4,blue,1
1345,HNRNPA3,blue,1
1346,HSPD1,blue,1
1347,DOCK6,blue,1
1348,EIF6,blue,1
1349,EML4,blue,1
1350,MED26,blue,1
1351,TPM3,blue,1
1352,CCDC59,blue,1
1353,WDR62,blue,1
1354,SNTB2,blue,1
1355,PPIL1,blue,1
1356,ZNF646,blue,1
1357,RAB34,blue,1
1358,LCLAT1,blue,1
1359,DCUN1D3,blue,1
1360,RBBP4,blue,1
1361,CSNK1A1,blue,1
1362,METTL21A,blue,1
1363,MTMR14,blue,1
1364,OVOL1,blue,1
1365,YES1,blue,1
1366,HELZ,blue,1
1367,CELSR1,blue,1
1368,USP13,blue,1
1369,STK38L,blue,1
1370,FAM83F,blue,1
1371,FXR1,blue,1
1372,CCDC43,blue,1
1373,NUP50,blue,1
1374,PDGFRA,blue,1
1375,ZBTB6,blue,1
1376,LIN28B,blue,1
1377,MED12L,blue,1
1378,PIGA,blue,1
1379,ANKHD1,blue,1
1380,ATP2B4,blue,1
1381,WNK3,blue,1
1382,STX16,blue,1
1383,LSM14A,blue,1
1384,SNX33,blue,1
1385,PTCH1,blue,1
1386,PPP1R13L,blue,1
1387,UBE3C,blue,1
1388,STK17B,blue,1
1389,CDK12,blue,1
1390,USP9X,blue,1
1391,GMFB,blue,1
1392,GPSM2,blue,1
1393,MECOM,blue,1
1394,LIPT2,blue,1
1395,EIF4EBP2,blue,1
1396,PHF13,blue,1
1397,SOX9,blue,1
1398,ARL6IP6,blue,1
1399,NR6A1,blue,1
1400,BRCA1,blue,1
1401,USP37,blue,1
1402,RABL6,blue,1
1403,TMEM243,blue,1
1404,HIF1AN,blue,1
1405,PTBP1,blue,1
1406,SC5D,blue,1
1407,ATG5,blue,1
1408,TFDP1,blue,1
1409,FOXP1,blue,1
1410,PTCD2,blue,1
1411,EIF5,blue,1
1412,DAZAP1,blue,1
1413,MRPS16,blue,1
1414,SCML2,blue,1
1415,RARG,blue,1
1416,LRRC69,blue,1
1417,WWC2,blue,1
1418,RASSF8,blue,1
1419,CD2AP,blue,1
1420,DNMT1,blue,1
1421,KTN1,blue,1
1422,BCL2L12,blue,1
1423,ZNRF3,blue,1
1424,MYBL2,blue,1
1425,WIPI2,blue,1
1426,PSMD1,blue,1
1427,PHB,blue,1
1428,SKP2,blue,1
1429,LPP,blue,1
1430,ANKRD17,blue,1
1431,MSN,blue,1
1432,UBE2D3,blue,1
1433,NRROS,blue,1
1434,ZNF451,blue,1
1435,PSMA3,blue,1
1436,PPP4R2,blue,1
1437,PROSER1,blue,1
1438,RAVER2,blue,1
1439,TFDP2,blue,1
1440,MYB,blue,1
1441,ACTC1,blue,1
1442,NUP98,blue,1
1443,SMCO4,blue,1
1444,STAG2,blue,1
1445,RMND5A,blue,1
1446,BMP2K,blue,1
1447,PNO1,blue,1
1448,TRABD2B,blue,1
1449,SP4,blue,1
1450,KHSRP,blue,1
1451,MOV10,blue,1
1452,PCCB,blue,1
1453,BAIAP2L1,blue,1
1454,HACE1,blue,1
1455,NUDCD1,blue,1
1456,DDX11,blue,1
1457,ECI2,blue,1
1458,MAP3K4,blue,1
1459,KPNB1,blue,1
1460,CYYR1,blue,1
1461,WWP1,blue,1
1462,SOCS6,blue,1
1463,RBM27,blue,1
1464,DNMT3A,blue,1
1465,ALKBH5,blue,1
1466,DHX35,blue,1
1467,IPO8,blue,1
1468,TBC1D4,blue,1
1469,ENAH,blue,1
1470,WEE1,blue,1
1471,NAA15,blue,1
1472,AHCYL1,blue,1
1473,TGIF2,blue,1
1474,UCP2,blue,1
1475,ROR1,blue,1
1476,GOLPH3,blue,1
1477,RTN4R,blue,1
1478,GLYR1,blue,1
1479,NUS1,blue,1
1480,SAE1,blue,1
1481,GNA13,blue,1
1482,MTMR12,blue,1
1483,AMD1,blue,1
1484,ERG,blue,1
1485,RNF220,blue,1
1486,SETD3,blue,1
1487,SLC19A2,blue,1
1488,PABPC4L,blue,1
1489,MOSPD1,blue,1
1490,EIF3A,blue,1
1491,TRIM37,blue,1
1492,RAN,blue,1
1493,CHMP1B,blue,1
1494,ABCC4,blue,1
1495,AZIN1,blue,1
1496,CCNG1,blue,1
1497,UBN1,blue,1
1498,MZT1,blue,1
1499,GGA2,blue,1
1500,ARPP19,blue,1
1501,ZNF256,blue,1
1502,NONO,blue,1
1503,SLC15A4,blue,1
1504,SH3RF1,blue,1
1505,MCM2,blue,1
1506,SLAIN1,blue,1
1507,XRCC6,blue,1
1508,ADK,blue,1
1509,HSPH1,blue,1
1510,INIP,blue,1
1511,COL9A3,blue,1
1512,ZNF281,blue,1
1513,DHX36,blue,1
1514,TRPM7,blue,1
1515,CTTNBP2,blue,1
1516,ADAR,blue,1
1517,SLC39A1,blue,1
1518,APTX,blue,1
1519,BAG4,blue,1
1520,RPLP0,blue,1
1521,HTR7,blue,1
1522,TBC1D31,blue,1
1523,PGP,blue,1
1524,TERT,blue,1
1525,SLC7A11,blue,1
1526,ATP13A3,blue,1
1527,SREK1IP1,blue,1
1528,XPO4,blue,1
1529,DENND5B,blue,1
1530,SHROOM3,blue,1
1531,HMGB3,blue,1
1532,RAD23B,blue,1
1533,TUBG1,blue,1
1534,STC1,blue,1
1535,BRWD3,blue,1
1536,SLC39A10,blue,1
1537,SAMSN1,blue,1
1538,SMS,blue,1
1539,GNPDA1,blue,1
1540,GLDC,blue,1
1541,MAPKAPK3,blue,1
1542,JARID2,blue,1
1543,TNPO1,blue,1
1544,HUWE1,blue,1
1545,CNBP,blue,1
1546,SRCAP,blue,1
1547,YOD1,blue,1
1548,TNRC6A,blue,1
1549,PTAR1,blue,1
1550,ERLIN2,blue,1
1551,SYPL1,blue,1
1552,KDM2A,blue,1
1553,DDX42,blue,1
1554,CCNK,blue,1
1555,TMEM106A,blue,1
1556,DDX3X,blue,1
1557,ELL,blue,1
1558,NARS2,blue,1
1559,AP4E1,blue,1
1560,PIK3C2A,blue,1
1561,ABL1,blue,1
1562,MED1,blue,1
1563,PFAS,blue,1
1564,PARG,blue,1
1565,SLC25A13,blue,1
1566,G3BP1,blue,1
1567,EEF1A1,blue,1
1568,STK17A,blue,1
1569,SIX4,blue,1
1570,GFPT2,blue,1
1571,ABHD17B,blue,1
1572,CCNJL,blue,1
1573,CREB1,blue,1
1574,AAGAB,blue,1
1575,TDG,blue,1
1576,UBIAD1,blue,1
1577,UBE2V2,blue,1
1578,NUCKS1,blue,1
1579,SETD2,blue,1
1580,RCOR1,blue,1
1581,ETF1,blue,1
1582,CLOCK,blue,1
1583,HNRNPA2B1,blue,1
1584,RTKN2,blue,1
1585,SMYD3,blue,1
1586,TMPO,blue,1
1587,MMS19,blue,1
1588,RASGRP1,blue,1
1589,COL4A4,blue,1
1590,DDI2,blue,1
1591,JADE3,blue,1
1592,GMEB2,blue,1
1593,KIAA1522,blue,1
1594,NEURL1B,blue,1
1595,CPSF6,blue,1
1596,EEF2,blue,1
1597,PKP4,blue,1
1598,PGM1,blue,1
1599,TNFAIP8,blue,1
1600,ESYT1,blue,1
1601,ARID1A,blue,1
1602,ROCK1,blue,1
1603,CAAP1,blue,1
1604,CLNS1A,blue,1
1605,ING3,blue,1
1606,NAMPT,blue,1
1607,ZBTB39,blue,1
1608,CHMP2B,blue,1
1609,CCDC117,blue,1
1610,DR1,blue,1
1611,PRPF4B,blue,1
1612,SSX2IP,blue,1
1613,ESCO1,blue,1
1614,MFHAS1,blue,1
1615,PSME4,blue,1
1616,SLC29A1,blue,1
1617,XPO1,blue,1
1618,THADA,blue,1
1619,LRRC8D,blue,1
1620,SNX16,blue,1
1621,HNRNPA1,blue,1
1622,AGO2,blue,1
1623,ARHGAP29,blue,1
1624,NFIB,blue,1
1625,IL15,blue,1
1626,SERP1,blue,1
1627,USP45,blue,1
1628,ZIC3,blue,1
1629,TNFAIP8L1,blue,1
1630,ELOVL5,blue,1
1631,SLC6A9,blue,1
1632,MCM6,blue,1
1633,GNPNAT1,blue,1
1634,BCAM,blue,1
1635,BEND3,blue,1
1636,USP7,blue,1
1637,PCDH8,blue,1
1638,BIRC6,blue,1
1639,PAFAH1B2,blue,1
1640,GEMIN4,blue,1
1641,ACVR2B,blue,1
1642,IDH1,blue,1
1643,KAT7,blue,1
1644,RBM12,blue,1
1645,PSMD11,blue,1
1646,TRPA1,blue,1
1647,ITPR1,blue,1
1648,INO80C,blue,1
1649,PCDH18,blue,1
1650,LHX8,blue,1
1651,MAP4K3,blue,1
1652,CEBPZ,blue,1
1653,YY1,blue,1
1654,RNF138,blue,1
1655,SMG1,blue,1
1656,ADRA2C,blue,1
1657,AMER1,blue,1
1658,GPALPP1,blue,1
1659,ELAVL1,blue,1
1660,RAB38,blue,1
1661,BCOR,blue,1
1662,SERTAD3,blue,1
1663,PTPN13,blue,1
1664,INTS6,blue,1
1665,NCKAP1,blue,1
1666,GJA3,blue,1
1667,AUNIP,blue,1
1668,ZFC3H1,blue,1
1669,CHIC1,blue,1
1670,CECR2,blue,1
1671,NUDCD2,blue,1
1672,DSG2,blue,1
1673,PDCD10,blue,1
1674,KPNA2,blue,1
1675,REPS1,blue,1
1676,UBE4B,blue,1
1677,PLD2,blue,1
1678,LCA5,blue,1
1679,ALMS1,blue,1
1680,B3GALT5,blue,1
1681,CEP76,blue,1
1682,PPP1R12A,blue,1
1683,ENOPH1,blue,1
1684,ZNF607,blue,1
1685,SP3,blue,1
1686,KAT6A,blue,1
1687,CARM1,blue,1
1688,NCL,blue,1
1689,CSNK2A2,blue,1
1690,ELL2,blue,1
1691,NOLC1,blue,1
1692,GALNT7,blue,1
1693,WDR1,blue,1
1694,S100PBP,blue,1
1695,ZNF714,blue,1
1696,PDE7A,blue,1
1697,RCN2,blue,1
1698,NAA25,blue,1
1699,SPEN,blue,1
1700,ORC2,blue,1
1701,DESI2,blue,1
1702,SMC1A,blue,1
1703,RAD1,blue,1
1704,HNRNPD,blue,1
1705,TCEA1,blue,1
1706,MED21,blue,1
1707,SHPRH,blue,1
1708,ZNF43,blue,1
1709,SKIL,blue,1
1710,APEH,blue,1
1711,TRIM9,blue,1
1712,ARID2,blue,1
1713,AGO1,blue,1
1714,SOCS1,blue,1
1715,GJA1,blue,1
1716,RFX7,blue,1
1717,RPUSD4,blue,1
1718,HACL1,blue,1
1719,ANKRD11,blue,1
1720,TET1,blue,1
1721,PAWR,blue,1
1722,IRS1,blue,1
1723,WDFY1,blue,1
1724,FSTL4,blue,1
1725,PDSS1,blue,1
1726,BECN1,blue,1
1727,RIMKLB,blue,1
1728,RFC1,blue,1
1729,SMARCD2,blue,1
1730,POU2F1,blue,1
1731,KXD1,blue,1
1732,FAM126A,blue,1
1733,UBFD1,blue,1
1734,HMGXB4,blue,1
1735,ZHX2,blue,1
1736,HMGA1,blue,1
1737,SLC20A1,blue,1
1738,QRSL1,blue,1
1739,CCT3,blue,1
1740,CELF1,blue,1
1741,SRSF7,blue,1
1742,NFATC3,blue,1
1743,AEBP2,blue,1
1744,EVA1C,blue,1
1745,UNC5D,blue,1
1746,UTP14A,blue,1
1747,SNAP23,blue,1
1748,SET,blue,1
1749,ZNF134,blue,1
1750,FAM136A,magenta,2
1751,ZNRF3,magenta,2
1752,PTBP3,magenta,2
1753,FRAT2,magenta,2
1754,KCNK1,magenta,2
1755,SLC25A37,magenta,2
1756,SLC11A2,magenta,2
1757,STRBP,magenta,2
1758,ATXN7L3,magenta,2
1759,GAN,magenta,2
1760,UBE2K,magenta,2
1761,ZDHHC13,magenta,2
1762,SKI,magenta,2
1763,GCC2,magenta,2
1764,GPR176,magenta,2
1765,NUFIP2,magenta,2
1766,TEAD3,magenta,2
1767,KPNA6,magenta,2
1768,TRIM65,magenta,2
1769,USP10,magenta,2
1770,RNF4,magenta,2
1771,DNAJC21,magenta,2
1772,CMTM4,magenta,2
1773,JARID2,magenta,2
1774,CCDC6,magenta,2
1775,RNF41,magenta,2
1776,ARFGEF1,magenta,2
1777,ZNF217,magenta,2
1778,GTF3C2,magenta,2
1779,ZNF430,magenta,2
1780,INTS2,magenta,2
1781,PROSER1,magenta,2
1782,LARP1,magenta,2
1783,PRDX3,magenta,2
1784,ARMC8,magenta,2
1785,LNX2,magenta,2
1786,CHIC1,magenta,2
1787,IFT122,magenta,2
1788,EPHA7,magenta,2
1789,FBXO30,magenta,2
1790,SLC2A14,magenta,2
1791,PROK2,magenta,2
1792,DSG2,magenta,2
1793,PDCD10,magenta,2
1794,SCAMP2,magenta,2
1795,USP28,magenta,2
1796,ELOVL7,magenta,2
1797,SMAD6,magenta,2
1798,DDX3X,magenta,2
1799,UBE4B,magenta,2
1800,TMBIM6,magenta,2
1801,RMND5A,magenta,2
1802,BMP2K,magenta,2
1803,EDA,magenta,2
1804,LARP4,magenta,2
1805,PHAX,magenta,2
1806,MKNK2,magenta,2
1807,TRABD2B,magenta,2
1808,HAS3,magenta,2
1809,SLC5A3,magenta,2
1810,CHAC1,magenta,2
1811,MAP7,magenta,2
1812,ZMYM2,magenta,2
1813,CEP76,magenta,2
1814,GCC1,magenta,2
1815,GFAP,magenta,2
1816,ZIC2,magenta,2
1817,PCNP,magenta,2
1818,STAC2,magenta,2
1819,DPY19L3,magenta,2
1820,MYADM,magenta,2
1821,BAIAP2L1,magenta,2
1822,UBR5,magenta,2
1823,FGF2,magenta,2
1824,PLAG1,magenta,2
1825,WNT3A,magenta,2
1826,SLC38A2,magenta,2
1827,ENPP5,magenta,2
1828,ZIC5,magenta,2
1829,CNKSR3,magenta,2
1830,MAP3K4,magenta,2
1831,ELL2,magenta,2
1832,TNRC6C,magenta,2
1833,LAD1,magenta,2
1834,ZCCHC3,magenta,2
1835,BAG2,magenta,2
1836,GSR,magenta,2
1837,NCEH1,magenta,2
1838,TBC1D15,magenta,2
1839,UBE2V2,magenta,2
1840,PTPRG,magenta,2
1841,STRADB,magenta,2
1842,RIPPLY3,magenta,2
1843,MAP2K6,magenta,2
1844,NLRX1,magenta,2
1845,FGD1,magenta,2
1846,NUCKS1,magenta,2
1847,MAP1S,magenta,2
1848,TBC1D4,magenta,2
1849,ZNF680,magenta,2
1850,GFPT1,magenta,2
1851,NAA15,magenta,2
1852,STYX,magenta,2
1853,AXIN2,magenta,2
1854,CDC14A,magenta,2
1855,CTH,magenta,2
1856,ASB7,magenta,2
1857,ZNF710,magenta,2
1858,HEATR1,magenta,2
1859,NT5DC1,magenta,2
1860,TNKS2,magenta,2
1861,SNX11,magenta,2
1862,POLR3G,magenta,2
1863,GPR63,magenta,2
1864,SEL1L3,magenta,2
1865,MED26,magenta,2
1866,ARHGAP12,magenta,2
1867,ZNF738,magenta,2
1868,ZBTB7B,magenta,2
1869,NUS1,magenta,2
1870,BCR,magenta,2
1871,MAP3K9,magenta,2
1872,KANK1,magenta,2
1873,COL4A4,magenta,2
1874,UBE2G1,magenta,2
1875,MAP2K1,magenta,2
1876,ERG,magenta,2
1877,PMAIP1,magenta,2
1878,DCUN1D3,magenta,2
1879,G2E3,magenta,2
1880,USP25,magenta,2
1881,SKIL,magenta,2
1882,UGP2,magenta,2
1883,KIF1C,magenta,2
1884,ZNRF2,magenta,2
1885,THRAP3,magenta,2
1886,FBXO33,magenta,2
1887,NIP7,magenta,2
1888,SLC19A2,magenta,2
1889,SALL1,magenta,2
1890,FICD,magenta,2
1891,ARID2,magenta,2
1892,TRIM37,magenta,2
1893,FA2H,magenta,2
1894,EIF3A,magenta,2
1895,MORF4L1,magenta,2
1896,LRRC2,magenta,2
1897,GJA1,magenta,2
1898,CDS1,magenta,2
1899,ELOVL6,magenta,2
1900,CCT4,magenta,2
1901,NAMPT,magenta,2
1902,AKAP5,magenta,2
1903,SLC45A4,magenta,2
1904,MDN1,magenta,2
1905,TET1,magenta,2
1906,PAWR,magenta,2
1907,NTN4,magenta,2
1908,GGA2,magenta,2
1909,IRS1,magenta,2
1910,LEFTY2,magenta,2
1911,ARPP19,magenta,2
1912,OTUD4,magenta,2
1913,SSX2IP,magenta,2
1914,AJUBA,magenta,2
1915,CPSF2,magenta,2
1916,STK4,magenta,2
1917,MFHAS1,magenta,2
1918,TMA16,magenta,2
1919,GOLGA4,magenta,2
1920,FADD,magenta,2
1921,EPCAM,magenta,2
1922,PARD6B,magenta,2
1923,WNK3,magenta,2
1924,SERBP1,magenta,2
1925,SLC2A3,magenta,2
1926,RIMKLB,magenta,2
1927,KBTBD8,magenta,2
1928,AKIRIN1,magenta,2
1929,SLTM,magenta,2
1930,POU2F1,magenta,2
1931,USP9X,magenta,2
1932,DCDC2,magenta,2
1933,VAV3,magenta,2
1934,PIM1,magenta,2
1935,SLC41A1,magenta,2
1936,ATP11C,magenta,2
1937,CIPC,magenta,2
1938,NPTN,magenta,2
1939,RPL5,magenta,2
1940,SAMD12,magenta,2
1941,TLK1,magenta,2
1942,CUX1,magenta,2
1943,PRKAA2,magenta,2
1944,SLC24A2,magenta,2
1945,HMGA1,magenta,2
1946,ACVR1C,magenta,2
1947,CTTNBP2,magenta,2
1948,TMEM68,magenta,2
1949,SHMT2,magenta,2
1950,RAB3IP,magenta,2
1951,ITSN1,magenta,2
1952,BAG4,magenta,2
1953,GALNT1,magenta,2
1954,FUT9,magenta,2
1955,CXADR,magenta,2
1956,RPLP0,magenta,2
1957,TBC1D31,magenta,2
1958,RPL7L1,magenta,2
1959,SERP1,magenta,2
1960,AKAP7,magenta,2
1961,AEBP2,magenta,2
1962,CCNYL1,magenta,2
1963,AFF1,magenta,2
1964,SNAP47,magenta,2
1965,SLC44A1,magenta,2
1966,ABCE1,magenta,2
1967,ZNF317,magenta,2
1968,MCOLN2,magenta,2
1969,SLC6A9,magenta,2
1970,STOM,magenta,2
1971,KPNA3,magenta,2
1972,ARL2,magenta,2
1973,GNPNAT1,magenta,2
1974,MPP6,magenta,2
1975,CNNM3,magenta,2
1976,PFKFB2,magenta,2
1977,CPOX,magenta,2
1978,GMDS,magenta,2
1979,PAFAH1B2,magenta,2
1980,CD2AP,magenta,2
1981,TRANK1,magenta,2
1982,DUSP5,magenta,2
1983,LSM12,magenta,2
1984,PHF3,magenta,2
1985,BCL2L12,magenta,2
1986,MARS2,magenta,2
1987,CDC123,magenta,2
1988,MGAT1,greenyellow,5
1989,ANO4,greenyellow,5
1990,TXLNG,greenyellow,5
1991,B4GALNT3,greenyellow,5
1992,GATA2,greenyellow,5
1993,STRBP,greenyellow,5
1994,TNFAIP6,greenyellow,5
1995,EFCAB14,greenyellow,5
1996,TMEM167A,greenyellow,5
1997,GCC2,greenyellow,5
1998,VCPIP1,greenyellow,5
1999,KPNA5,greenyellow,5
2000,NLK,greenyellow,5
2001,NPNT,greenyellow,5
2002,LPP,greenyellow,5
2003,NLGN1,greenyellow,5
2004,C8orf34,greenyellow,5
2005,PDE8A,greenyellow,5
2006,FMNL1,greenyellow,5
2007,LRRFIP1,greenyellow,5
2008,FOXO1,greenyellow,5
2009,NCKAP1,greenyellow,5
2010,MAP4K2,greenyellow,5
2011,RNF41,greenyellow,5
2012,AK4,greenyellow,5
2013,F3,greenyellow,5
2014,PRKX,greenyellow,5
2015,PTGER4,greenyellow,5
2016,CTDSP2,greenyellow,5
2017,NFIA,greenyellow,5
2018,LIMA1,greenyellow,5
2019,PRRG4,greenyellow,5
2020,LY75,greenyellow,5
2021,STEAP2,greenyellow,5
2022,GORASP2,greenyellow,5
2023,TMBIM6,greenyellow,5
2024,CREB3L1,greenyellow,5
2025,SLC22A23,greenyellow,5
2026,NR3C2,greenyellow,5
2027,LAPTM4B,greenyellow,5
2028,COL21A1,greenyellow,5
2029,PHAX,greenyellow,5
2030,PTPN12,greenyellow,5
2031,MOB3B,greenyellow,5
2032,PHACTR2,greenyellow,5
2033,TRDMT1,greenyellow,5
2034,RUNX3,greenyellow,5
2035,PAIP2,greenyellow,5
2036,PCCB,greenyellow,5
2037,AHCYL2,greenyellow,5
2038,HOOK1,greenyellow,5
2039,UBR5,greenyellow,5
2040,TDRP,greenyellow,5
2041,IGF1R,greenyellow,5
2042,ELF2,greenyellow,5
2043,ADD3,greenyellow,5
2044,ENPP5,greenyellow,5
2045,ANKIB1,greenyellow,5
2046,ZNF225,greenyellow,5
2047,BAG2,greenyellow,5
2048,SBNO1,greenyellow,5
2049,C2CD2,greenyellow,5
2050,PTPRG,greenyellow,5
2051,VPS13D,greenyellow,5
2052,GALNT7,greenyellow,5
2053,SLC2A13,greenyellow,5
2054,PDHX,greenyellow,5
2055,SOCS5,greenyellow,5
2056,IRF1,greenyellow,5
2057,RGS6,greenyellow,5
2058,RAP1A,greenyellow,5
2059,SEL1L3,greenyellow,5
2060,VANGL1,greenyellow,5
2061,ARHGAP12,greenyellow,5
2062,STXBP6,greenyellow,5
2063,PDSS2,greenyellow,5
2064,CD19,greenyellow,5
2065,MAP3K9,greenyellow,5
2066,SLC1A1,greenyellow,5
2067,TMEM33,greenyellow,5
2068,UBE2E2,greenyellow,5
2069,BRWD1,greenyellow,5
2070,PNRC1,greenyellow,5
2071,KIAA1522,greenyellow,5
2072,ZNF782,greenyellow,5
2073,RBPMS2,greenyellow,5
2074,EIF5A2,greenyellow,5
2075,PKNOX1,greenyellow,5
2076,HEATR5A,greenyellow,5
2077,MB21D2,greenyellow,5
2078,CDS1,greenyellow,5
2079,DOCK3,greenyellow,5
